alcohol,quality
9.5,6
12.2,6
11.3,6
9.6,6
12.5,6
9.6,6
10.0,6
9.4,6
9.3,6
10.6,6
9.1,6
9.0,6
9.5,6
9.1,6
9.9,6
9.5,6
11.1,6
10.5,6
11.6,6
10.8,6
10.5,6
9.8,6
10.5,6
9.2,6
9.6,6
9.8,6
10.2,6
10.5,6
12.2,6
10.5,6
11.5,6
9.9,6
12.1,6
12.5,6
10.1,6
10.7,6
10.2,6
8.9,6
9.9,6
11.5,6
11.5,6
9.5,6
9.2,6
9.5,6
9.0,6
9.8,6
10.2,6
9.5,6
11.0,6
10.9,6
12.1,6
11.0,6
9.3,6
9.3,6
9.3,6
9.2,6
9.3,6
9.2,6
9.2,6
9.6,6
9.4,6
8.9,6
9.8,6
8.9,6
9.6,6
9.2,6
9.3,6
10.9,6
10.5,6
8.9,6
12.1,6
9.9,6
11.4,6
10.7,6
12.5,6
12.5,6
9.5,6
9.6,6
9.9,6
8.9,6
8.9,6
12.0,6
10.0,6
12.1,6
11.0,6
11.2,6
10.4,6
10.4,6
10.5,6
10.7,6
9.7,6
9.7,6
10.4,6
10.4,6
10.4,6
10.4,6
9.3,6
11.0,6
9.8,6
9.8,6
9.8,6
10.8,6
9.8,6
9.4,6
9.4,6
9.3,6
12.5,6
9.4,6
10.5,6
9.2,6
10.4,6
10.6,6
9.4,6
10.7,6
11.4,6
9.2,6
10.1,6
9.7,6
9.7,6
8.9,6
9.5,6
10.9,6
10.8,6
9.4,6
10.8,6
9.8,6
9.8,6
10.7,6
11.1,6
10.9,6
10.8,6
9.6,6
10.4,6
9.4,6
9.4,6
10.2,6
10.2,6
9.4,6
9.8,6
12.6,6
12.2,6
11.2,6
9.7,6
9.0,6
9.0,6
9.0,6
9.0,6
9.5,6
11.2,6
9.9,6
9.0,6
10.0,6
9.7,6
11.8,6
10.4,6
12.3,6
9.2,6
10.0,6
11.5,6
9.9,6
9.3,6
9.3,6
9.7,6
9.4,6
9.4,6
12.7,6
9.7,6
9.4,6
9.4,6
11.7,6
11.7,6
9.5,6
10.3,6
12.1,6
12.2,6
10.3,6
12.2,6
10.4,6
10.1,6
9.9,6
11.0,6
10.8,6
11.9,6
10.8,6
10.9,6
10.2,6
9.9,6
9.6,6
11.8,6
12.2,6
10.6,6
10.3,6
12.0,6
10.6,6
11.0,6
9.4,6
12.0,6
9.5,6
9.6,6
10.2,6
10.5,6
10.4,6
8.5,6
9.3,6
9.9,6
10.4,6
9.4,6
10.6,6
9.4,6
10.2,6
10.3,6
10.8,6
9.9,6
10.0,6
9.5,6
9.4,6
10.4,6
11.5,6
11.5,6
9.0,6
10.5,6
9.9,6
9.8,6
11.5,6
11.5,6
9.5,6
9.5,6
10.6,6
9.5,6
10.6,6
10.6,6
8.8,6
10.4,6
10.0,6
9.0,6
9.0,6
9.8,6
9.6,6
12.0,6
10.1,6
9.5,6
11.6,6
8.8,6
8.9,6
8.8,6
8.9,6
8.9,6
9.0,6
11.1,6
11.6,6
10.6,6
8.8,6
8.9,6
10.1,6
9.1,6
11.0,6
9.0,6
9.1,6
10.4,6
10.1,6
10.3,6
10.4,6
10.0,6
9.0,6
10.8,6
9.2,6
8.7,6
8.7,6
8.6,6
10.5,6
10.1,6
10.7,6
9.5,6
10.5,6
9.2,6
10.4,6
10.4,6
9.5,6
10.2,6
10.5,6
10.5,6
9.6,6
9.6,6
9.4,6
9.8,6
9.6,6
9.1,6
12.4,6
10.3,6
9.1,6
9.5,6
9.5,6
9.5,6
10.8,6
9.1,6
9.5,6
11.5,6
10.1,6
9.2,6
10.1,6
9.7,6
9.2,6
11.0,6
10.8,6
10.2,6
9.5,6
9.2,6
11.0,6
9.9,6
10.6,6
10.8,6
11.0,6
12.2,6
11.0,6
11.8,6
11.1,6
11.1,6
10.6,6
9.6,6
10.3,6
12.1,6
8.9,6
9.2,6
9.2,6
10.1,6
11.7,6
9.0,6
11.7,6
12.0,6
10.6,6
9.5,6
10.8,6
9.5,6
11.0,6
9.8,6
9.2,6
9.4,6
9.9,6
10.2,6
9.5,6
10.2,6
9.8,6
10.5,6
10.6,6
9.2,6
9.5,6
9.5,6
10.6,6
9.2,6
11.2,6
9.7,6
10.8,6
9.4,6
9.3,6
12.1,6
11.2,6
12.9,6
9.3,6
9.2,6
9.3,6
10.7,6
9.8,6
10.3,6
10.7,6
11.3,6
8.8,6
9.8,6
9.3,6
12.9,6
12.0,6
9.2,6
11.2,6
10.2,6
10.5,6
12.8,6
11.8,6
11.6,6
11.8,6
10.2,6
10.2,6
10.2,6
12.2,6
9.3,6
11.3,6
10.8,6
12.6,6
11.9,6
12.0,6
9.4,6
9.4,6
11.4,6
10.4,6
10.7,6
12.0,6
12.2,6
12.0,6
9.8,6
10.2,6
11.0,6
10.1,6
9.6,6
11.8,6
11.9,6
10.3,6
10.0,6
12.7,6
9.1,6
12.7,6
10.5,6
10.4,6
9.9,6
11.1,6
9.7,6
9.7,6
9.3,6
9.3,6
9.5,6
10.3,6
9.5,6
10.0,6
10.9,6
12.2,6
9.6,6
8.7,6
11.1,6
10.1,6
11.0,6
10.1,6
9.2,6
10.1,6
10.7,6
10.1,6
9.0,6
9.5,6
9.4,6
9.8,6
9.5,6
9.5,6
10.1,6
11.9,6
11.9,6
9.3,6
10.0,6
9.3,6
10.2,6
9.6,6
10.6,6
10.6,6
10.1,6
10.1,6
10.1,6
11.2,6
9.8,6
11.2,6
9.8,6
11.4,6
8.9,6
10.0,6
9.9,6
11.5,6
9.8,6
10.6,6
10.8,6
9.6,6
9.1,6
10.0,6
11.8,6
10.2,6
9.2,6
10.0,6
9.2,6
8.8,6
8.7,6
9.9,6
10.5,6
9.9,6
10.5,6
8.9,6
10.4,6
9.9,6
10.4,6
8.9,6
9.0,6
12.6,6
10.0,6
9.6,6
9.2,6
11.7,6
10.0,6
11.4,6
8.9,6
9.9,6
12.0,6
11.4,6
12.3,6
9.3,6
9.7,6
9.6,6
8.8,6
9.6,6
10.1,6
10.8,6
10.9,6
10.0,6
9.5,6
9.5,6
9.9,6
8.7,6
11.2,6
12.0,6
10.2,6
9.9,6
12.3,6
10.9,6
12.0,6
9.3,6
8.7,6
10.6,6
9.4,6
9.5,6
12.3,6
9.8,6
9.5,6
9.5,6
10.0,6
10.9,6
11.1,6
9.6,6
12.0,6
9.1,6
9.5,6
10.4,6
10.3,6
11.4,6
9.3,6
9.8,6
9.8,6
11.1,6
13.0,6
10.2,6
9.4,6
11.6,6
9.7,6
8.9,6
14.05,7
12.0,7
12.2,7
10.2,7
9.1,7
10.5,7
12.0,7
11.1,7
10.0,7
9.6,7
10.2,7
11.3,7
11.3,7
12.4,7
11.0,7
10.0,7
12.0,7
12.8,7
11.3,7
13.3,7
11.0,7
10.3,7
9.1,7
10.5,7
12.8,7
11.5,7
11.0,7
11.7,7
12.0,7
12.7,7
12.1,7
10.7,7
11.4,7
10.8,7
10.7,7
10.8,7
12.7,7
12.1,7
12.2,7
9.0,7
12.8,7
12.5,7
13.05,7
12.8,7
12.9,7
12.0,7
13.4,7
9.1,7
11.8,7
11.8,7
13.1,7
9.0,7
10.5,7
11.4,7
9.9,7
12.1,7
13.5,7
12.8,7
11.5,7
11.9,7
10.3,7
12.4,7
9.6,7
11.6,7
10.8,7
11.3,7
11.1,7
10.8,7
12.9,7
10.5,7
10.5,7
10.6,7
10.5,7
11.1,7
11.9,7
12.7,7
10.5,7
11.6,7
9.9,7
12.2,7
12.7,7
12.1,7
11.6,7
12.1,7
12.0,7
12.7,7
10.8,7
12.8,7
13.5,7
11.1,7
12.6,7
11.7,7
10.9,7
10.2,7
10.5,7
10.4,7
10.5,7
11.3,7
9.5,7
12.3,7
13.0,7
13.9,7
12.6,7
11.9,7
12.1,7
10.8,7
10.7,7
10.7,7
11.4,7
11.8,7
11.8,7
11.8,7
10.0,7
11.0,7
11.3,7
12.6,7
12.1,7
9.5,7
11.0,7
12.6,7
12.2,7
9.3,7
9.3,7
9.8,7
11.94,7
12.8933333333333,7
9.3,7
12.2,7
11.94,7
12.8933333333333,7
9.3,7
12.0,7
10.5,7
10.6,7
11.3,7
12.2,7
11.3,7
9.8,7
12.8,7
12.6,7
12.2,7
12.0,7
12.2,7
12.0,7
11.3,7
11.6,7
9.6,7
10.5,7
10.9,7
11.3,7
10.6,7
10.7,7
11.7,7
10.5,7
11.5,7
11.5,7
10.5,7
12.8,7
10.8,7
10.8,7
12.8,7
10.1,7
11.7,7
11.5,7
12.3,7
12.7,7
11.7,7
12.7,7
11.6,7
13.0,7
13.0,7
11.0,7
10.4,7
13.2,7
9.9,7
9.6,7
11.3,7
12.3,7
12.2,7
12.4,7
10.5,7
13.3,7
10.7,7
10.7,7
10.9,7
12.2,7
10.9,7
10.5,7
11.4,7
11.6,7
9.1,7
9.1,7
9.1,7
9.1,7
12.8,7
12.6,7
10.7,7
12.8,7
11.0,7
13.1,7
11.5,7
13.1,7
11.5,7
10.8,7
11.4,7
10.9,7
10.9,7
10.9,7
12.5,7
12.0,7
10.9,7
9.3,7
12.3,7
9.0,7
12.0,7
12.4,7
10.3,7
11.3,7
10.9,7
11.3,7
12.5,7
11.5,7
10.3,7
12.0,7
11.7,7
12.5,7
13.1,7
10.4,7
10.8,7
8.8,7
9.7,7
10.7,7
10.7,7
10.7,7
10.9,7
9.7,7
11.6,7
10.7,7
11.9,7
11.8,7
11.7,7
12.4,7
12.2,7
10.3,7
9.4,7
11.0,7
13.5,7
13.1,7
12.3,7
12.4,7
11.1,7
11.4,7
11.1,7
11.3,7
11.2,7
13.5,7
13.5,7
11.3,7
11.3,7
12.1,7
11.3,7
11.6,7
10.8,7
13.6,7
13.6,7
13.0,7
11.5,7
13.0,7
11.3,7
11.9,7
11.75,7
12.6,7
10.3,7
10.2,7
11.4,7
10.1,7
10.3,7
10.0,7
11.4,7
10.3,7
11.8,7
11.4,7
13.3,7
12.3,7
11.45,7
11.2,7
12.3,7
12.0,7
10.2,7
11.6,7
11.0,7
13.0,7
11.4,7
12.4,7
11.5,7
12.15,7
13.0,7
12.9,7
11.5,7
11.4,7
13.9,7
11.1,7
11.5,7
11.0,7
10.9,7
9.5,7
9.8,7
10.9,7
13.7,7
11.4,7
13.0,7
11.5,7
12.6,7
12.6,7
12.9,7
12.0,7
11.1,7
10.3,7
11.0,7
12.1,7
13.0,7
13.1,7
12.7,7
12.0,7
12.6,7
11.95,7
12.8,7
12.5,7
12.9,7
11.2,7
11.8,7
12.2,7
12.9,7
12.4,7
12.9,7
12.0,7
9.0,7
12.2,7
12.1,7
13.0,7
11.2,7
11.9,7
11.4,7
12.0,7
11.2,7
11.6,7
10.4,7
10.9,7
11.2,7
11.3,7
10.7,7
9.0,7
10.2,7
13.4,7
13.7,7
13.3,7
12.4,7
12.3,7
13.1,7
10.65,7
11.4,7
11.2,7
10.9,7
13.1,7
12.8,7
10.966666666666699,7
11.5,7
11.9,7
11.6,7
11.3,7
10.8,7
12.5,7
11.3,7
9.1,7
9.0,7
10.0,7
10.4,7
12.1,7
10.0,7
10.4,7
12.5,7
12.5,7
11.4,7
10.966666666666699,7
12.0,7
12.7,7
11.9,7
11.8,7
9.5,7
11.4,7
12.7,7
12.6,7
12.0,7
11.9,7
11.5,7
11.266666666666698,7
11.5,7
13.4,7
12.3,7
9.3,7
10.966666666666699,7
10.3,7
12.9,7
12.9,7
12.4,7
11.2,7
11.5,7
10.9,7
13.4,7
12.6,7
11.8,7
9.0,7
9.0,7
12.2,7
13.0,7
9.0,7
9.0,7
11.8,7
11.0,7
11.0,7
13.0,7
10.9,7
10.9,7
12.6,7
12.2,7
9.0,7
11.4,7
9.0,7
11.1,7
9.1,7
9.0,7
9.0,7
9.1,7
11.5,7
11.7,7
10.1333333333333,7
10.1333333333333,7
11.1,7
11.2,7
10.15,7
10.15,7
11.5,7
11.2,7
10.4,7
11.8,7
11.6333333333333,7
11.0,7
11.2,7
11.8,7
11.2,7
11.3,7
11.2,7
12.9,7
13.5,7
11.5,7
11.2,7
11.5,7
9.8,7
12.3,7
9.0,7
9.0,7
11.2,7
10.7,7
9.8,7
12.6,7
12.8,7
12.6,7
12.4,7
12.0,7
11.0,7
12.0,7
9.8,7
11.0,7
10.8,7
10.7,7
11.9,7
12.8,7
11.8,7
10.4,7
10.7,7
10.7,7
11.9,7
11.0,7
12.8,7
12.1,7
9.1,7
10.7,7
12.5,7
11.0,7
10.5,7
11.0,7
9.1,7
13.0,7
11.0,7
9.7,7
12.8,7
11.6,7
11.9,7
12.8,7
12.2,7
12.3,7
10.5,7
10.8,7
12.1,7
10.6,7
13.5,7
13.3,7
10.6,7
13.5,7
12.1,7
11.0,7
12.6,7
12.6,7
12.4,7
12.7,7
9.8,7
12.3,7
12.3,7
10.8,7
12.9,7
12.5,7
12.4,7
11.0,7
12.8,7
11.0,7
12.8,7
11.2,7
14.0,7
11.3,7
8.7,7
10.1,7
12.7,7
8.7,7
9.0,7
10.6,7
12.0,7
12.0,7
10.6,7
11.1,7
10.1,7
10.5,7
11.5,7
11.8,7
9.0,7
13.6,7
10.4,7
12.7,7
10.9,7
11.3,7
12.6,7
11.1,7
13.6,7
11.6,7
9.0,7
12.5,7
8.7,7
8.7,7
12.8,7
9.4,7
11.4,7
12.3,7
11.3,7
9.5,7
10.2,7
12.8,7
12.6,7
10.5,7
11.5,7
12.1,7
11.8,7
12.0,7
12.9,7
10.1,7
11.4,7
12.2,7
12.2,7
12.7,7
12.0,7
10.5,7
12.6,7
12.6,7
11.5,7
12.6,7
8.7,7
8.7,7
12.0,7
11.1,7
14.2,7
11.8,7
9.0,7
10.1,7
12.7,7
11.3,7
13.7,7
11.1,7
12.3,7
12.0,7
12.9,7
9.5,7
11.1,7
9.0,7
11.8,7
11.2,7
12.4,7
11.3,7
12.0,7
11.3,7
12.0,7
11.7,7
9.0,7
11.7,7
13.2,7
11.5,7
10.1,7
11.3,7
13.7,7
10.6,7
12.3,7
8.9,7
12.8,7
12.8,7
13.5,7
11.8,7
12.3,7
10.4,7
10.2,7
12.1,7
10.4,7
12.4,7
12.9,7
11.1,7
11.4,7
12.7,7
10.8,7
12.0,7
11.1,7
13.2,7
12.9,7
10.2,7
13.0,7
8.9,7
10.9,7
10.9,7
8.9,7
10.9,7
8.9,7
11.3,7
12.9,7
9.0,7
9.0,7
10.8,7
11.3,7
12.8,7
12.9,7
11.4,7
12.6,7
12.1,7
12.1,7
11.0,7
12.5,7
11.0,7
12.2,7
8.6,7
10.8,7
14.0,7
12.5,7
12.5,7
12.8,7
11.2,7
11.2,7
10.4,7
8.6,7
12.5,7
13.3,7
11.2,7
14.0,7
8.6,7
13.5,7
10.8,7
11.0,7
12.5,7
9.0,7
9.0,7
12.7,7
12.8,7
13.2,7
11.9,7
12.2,7
9.3,7
13.7,7
12.5,7
9.3,7
9.0,7
12.3,7
11.8,7
12.8,7
13.0,7
12.3,7
11.0,7
11.1,7
12.4,7
12.5,7
13.4,7
9.9,7
12.3,7
10.7,7
12.6,7
12.3,7
12.6,7
12.7,7
11.0,7
11.0,7
12.1,7
12.2,7
12.6,7
12.6,7
10.1,7
8.7,7
10.4,7
10.0,7
11.0,7
10.2,7
10.7,7
12.2,7
12.5,7
10.8,7
11.1,7
12.2,7
10.2,7
11.3,7
10.2,7
12.0,7
12.3,7
8.7,7
11.0,7
9.7,7
9.0,7
11.0,7
12.3,7
13.9,7
11.4,7
12.0,7
9.9,7
12.2,7
10.5,7
10.0,7
10.4,7
11.9,7
8.7,7
8.7,7
8.7,7
8.7,7
8.7,7
8.7,7
11.3,7
12.2,7
12.6,7
10.2,7
11.2,7
11.4,7
12.7,7
10.3,7
8.8,7
9.5,7
12.0,7
11.0,7
10.7,7
11.4,7
13.7,7
10.8,7
9.5,7
12.3,7
13.7,7
11.0,7
12.2,7
12.0,7
11.0,7
11.5,7
9.4,7
11.8,7
8.8,7
12.6,7
9.6,7
11.3,7
12.7,7
11.4,7
10.6,7
11.3,7
11.9,7
11.2,7
12.2,7
9.5,7
12.5,7
11.0,7
12.5,7
12.7,7
11.9,7
11.0,7
10.0,7
12.0,7
12.6,7
11.3,7
10.0,7
12.5,7
11.1,7
11.4,7
9.1,7
9.0,7
10.5,7
10.4,7
11.7,7
11.2,7
11.0,7
10.3,7
11.5,7
9.5,7
10.3,7
12.0,7
11.0,7
10.5,7
10.8,7
10.4,7
11.4,7
9.1,7
12.6,7
12.7,7
10.9,7
10.0,7
9.3,7
12.4,7
11.8,7
9.1,7
10.0,7
9.1,7
9.1,7
10.4,7
9.1,7
9.1,7
12.1,7
10.9,7
9.1,7
10.9,7
12.8,7
10.7,7
9.8,7
9.8,7
13.0,7
11.3,7
10.5,7
13.4,7
11.9,7
12.0,7
11.0,7
12.2,7
13.0,7
8.8,7
10.7,7
13.2,7
11.9,7
11.0,7
11.0,7
10.9,7
10.7,7
12.8,7
9.1,7
12.0,7
11.5,7
11.9,7
9.5,7
12.1,7
11.9,7
10.0,7
10.1,7
12.9,7
9.5,7
10.8,7
10.8,7
10.5,7
9.5,7
11.0,7
12.6,8
13.4,8
11.7,8
11.4,8
11.2,8
12.6,8
12.0,8
11.9,8
12.2,8
12.8,8
11.0,8
12.7,8
11.5,8
10.4,8
12.4,8
11.0,8
8.8,8
11.9,8
13.4,8
11.1,8
10.9,8
10.5,8
12.8,8
12.6,8
12.1,8
11.3,8
12.3,8
12.9,8
12.5,8
13.2,8
13.4,8
12.8,8
12.8,8
12.1,8
11.1,8
12.5,8
11.3,8
12.9,8
8.8,8
13.4,8
10.5,8
13.4,8
8.8,8
8.8,8
11.9,8
11.9,8
12.8,8
11.9,8
12.0,8
12.6,8
12.0,8
11.8,8
12.5,8
12.8,8
8.8,8
12.2,8
11.8,8
8.8,8
10.7,8
10.4,8
12.7,8
11.2,8
12.8,8
8.8,8
8.8,8
8.8,8
10.7,8
12.8,8
12.1,8
11.7,8
12.3,8
11.7,8
10.4,8
10.4,8
12.5,8
12.2,8
12.4,8
12.4,8
10.5,8
12.6,8
9.8,8
9.8,8
12.2,8
11.0,8
9.8,8
14.0,8
11.1,8
12.5,8
11.0,8
11.0,8
11.3,8
10.7,8
12.0,8
11.9,8
8.9,8
11.6,8
13.0,8
11.5,8
13.0,8
12.9,8
13.0,8
12.4,8
11.5,8
12.7,8
12.9,8
11.2,8
11.2,8
11.1,8
12.5,8
11.3,8
11.0,8
13.2,8
12.9,8
13.1,8
12.0,8
11.2,8
13.0,8
12.4,8
11.9,8
10.4,8
13.2,8
12.5,8
13.1,8
11.1,8
10.9,8
12.7,8
12.5,8
12.8,8
11.9,8
8.9,8
8.5,8
12.6,8
11.8,8
13.0,8
12.4,8
11.7,8
12.5,8
12.1,8
12.5,8
8.9,8
12.6,8
8.9,8
8.9,8
11.2,8
12.3,8
8.9,8
12.3,8
11.6,8
12.1,8
12.1,8
8.8,8
11.5,8
11.7,8
10.4,8
13.0,8
12.2,8
10.4,8
10.5,8
11.5,8
12.3,8
12.6,8
12.4,8
12.7,8
12.4,8
12.3,8
11.5,8
13.4,8
12.3,8
11.0,8
9.6,8
12.2,8
8.8,8
12.4,8
10.9,8
10.7,8
10.4,9
12.5,9
12.7,9
12.4,9
12.9,9
